Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,12_EMA,26_EMA,MACD,Signal
2023-02-06 00:00:00-05:00,120.0,121.13999938964844,117.19999694824219,118.7300033569336,1446300,0.0,0.0,118.7300033569336,118.7300033569336,0.0,0.0
2023-02-07 00:00:00-05:00,118.4800033569336,121.26000213623047,115.80999755859375,120.55999755859375,1459300,0.0,0.0,119.01154092641977,118.8655584829825,0.1459824434372763,0.02919648868745526
2023-02-08 00:00:00-05:00,118.38999938964844,119.37999725341797,115.83999633789062,116.62000274658203,1608000,0.0,0.0,118.6436119756755,118.6992210210269,-0.0556090453514031,0.012235381879683588
2023-02-09 00:00:00-05:00,119.0199966430664,119.43000030517578,113.93000030517578,114.77999877929688,1304500,0.0,0.0,118.0492099454634,118.40890826238024,-0.35969831691683396,-0.06215135787961992
2023-02-10 00:00:00-05:00,112.73999786376953,115.86000061035156,110.69000244140625,115.30000305175781,1592800,0.0,0.0,117.62625503873946,118.17861898751931,-0.5523639487798562,-0.16019387605966717
2023-02-13 00:00:00-05:00,116.44000244140625,119.1500015258789,112.7300033569336,118.6500015258789,2069600,0.0,0.0,117.78375449829937,118.213536212583,-0.4297817142836209,-0.21411144370445792
2023-02-14 00:00:00-05:00,116.5199966430664,122.77999877929688,116.08999633789062,122.43000030517578,1893500,0.0,0.0,118.49856154551112,118.52586688610837,-0.02730534059725187,-0.17675022308301672
2023-02-15 00:00:00-05:00,121.75,125.87000274658203,121.56999969482422,125.66999816894531,1851300,0.0,0.0,119.60185948757793,119.05506179594815,0.5467976916297772,-0.03204064014045792
2023-02-16 00:00:00-05:00,132.85000610351562,143.5,130.4600067138672,131.1999969482422,5664800,0.0,0.0,121.38618832768012,119.954686622044,1.4315017056361228,0.26066782901485824
2023-02-17 00:00:00-05:00,131.2899932861328,136.22000122070312,129.74000549316406,131.47000122070312,2440400,0.0,0.0,122.93754415737597,120.80767288861134,2.1298712687646315,0.6345085169648129
2023-02-21 00:00:00-05:00,129.0,131.33999633789062,118.19000244140625,118.72000122070312,2611700,0.0,0.0,122.28869139788783,120.65303054284036,1.635660855047476,0.8347389845813455
2023-02-22 00:00:00-05:00,118.63999938964844,125.20999908447266,116.6500015258789,125.18000030517578,2057400,0.0,0.0,122.7335081528552,120.98836163634668,1.7451465165085125,1.016820490966779
2023-02-23 00:00:00-05:00,127.5,128.8000030517578,123.56999969482422,125.47000122070312,1280000,0.0,0.0,123.15450708637024,121.32033493889159,1.8341721474786539,1.1802908222691542
2023-02-24 00:00:00-05:00,122.87000274658203,123.88999938964844,121.7300033569336,122.36000061035156,1061800,0.0,0.0,123.0322753208289,121.39734721085159,1.6349281099773094,1.2712182798107854
2023-02-27 00:00:00-05:00,123.93000030517578,126.12999725341797,122.94000244140625,123.58000183105469,1130300,0.0,0.0,123.11654093778671,121.55902533086665,1.557515606920063,1.328477745232641
2023-02-28 00:00:00-05:00,123.41999816894531,124.05000305175781,121.29000091552734,121.70999908447266,1225600,0.0,0.0,122.9001498834307,121.57020857187449,1.3299413115562118,1.3287704584973552
2023-03-01 00:00:00-05:00,123.08000183105469,125.76000213623047,121.0999984741211,124.44999694824219,1396200,0.0,0.0,123.1385878934017,121.7835262293832,1.355061664018507,1.3340286996015855
2023-03-02 00:00:00-05:00,123.22000122070312,125.9800033569336,122.0,125.3499984741211,928100,0.0,0.0,123.47880490582008,122.04770935862304,1.431095547197046,1.3534420691206779
2023-03-03 00:00:00-05:00,125.97000122070312,126.33000183105469,121.77999877929688,125.54000091552734,1548100,0.0,0.0,123.79591198423658,122.30639762209744,1.489514362139147,1.3806565277243719
